file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvTexture,http://purl.obolibrary.org/obo/ENVO_03000073,columnar, mixed, mixed, mixed, mixed, mixed, columnar, columnar, columnar, mixed, mixed, mixed, mixed, columnar, mp, columnar, mixed, columnar, mixed, mixed, mixed, mixed
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvSignalStrength,http://purl.obolibrary.org/obo/ENVO_00002200,17458.8, 17379.3, 17389, 17419.7, 17449, 17417.4, 17475.6, 17398.4, 17415.7, 17470.3, 17403.3, 17350.1, 17385.6, 17397.4, 17336.2, 17388.1, 17394, 17439.6, 17332.6, 17411.6, 17398.2, 17386.4, 17453.2, 17361.3, 17389.9, 17435.9, 17364.2, 17397.4, 17403.6, 17379, 17415.9, 17400.7, 17416.3, 17427.7, 17457.6, 17382.1, 17447.2, 17439.5, 17353.4, 17371.8, 17403.1, 17436.5, 17440.3, 17359.4, 17374.8, 17401.8, 17392.4, 17519.9, 17426.1, 17361.8, 17412.3, 17429.9, 17426.4, 17332.9, 17483.7, 17413.1, 17387.8, 17382.4, 17438.1, 17387.4
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvSeaIceType,http://purl.obolibrary.org/obo/ENVO_03000073,http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073, http://purl.obolibrary.org/obo/ENVO_03000073
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/physical_oceanography.csvSalinity,http://purl.obolibrary.org/obo/ENVO_00002149,34.952, 34.924, 34.953, 34.958, 34.923, 34.924, 34.964, 34.923, 34.923, 34.939, 34.835, 34.924, 34.923, 34.98, 34.963, 34.889, 34.923, 34.923, 34.923, 34.948, 34.923, 34.938, 34.923, 34.923, 34.829, 34.937, 34.94, 34.924, 34.923, 34.955, 34.923, 34.959, 34.821, 34.923, 34.9
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvNitrate,http://purl.obolibrary.org/obo/ENVO_00002149,11.63, 12.73, 0.24, 8.05, 2.58, 0.33, 14.05, 11.65, 14.97, 14.96, 0.14, 4.1, 11.29, 0.26, 1.64, 9.96, 10.52, 11.97, 6.04, 14.7, 14.74, 5.61, 12.28, 12.25, 14.14, 14.98, 13.52, 13.73, 6.22, 11.71, 14.63, 8.33, 13.28, 14.76, 14.43, 7.27, 11.18, 5.27, 12.28, 5.67, 3.82, 10.4, 9.66, 14.41, 12.61, 0.24
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvChlorophyllAConcentration,http://purl.obolibrary.org/obo/ENVO_00002149,0.1734, 0.2105, 0.1853, 0.322, 0.0381, 0.2305, 0.1543, 0.5391, 0.7249, 0.3063, 0.0544, 0.0956, 0.1792, 0.691, 0.0281, 0.1623, 0.0753, 0.6639, 0.2141, 0.0752, 0.1142, 0.5716
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/physical_oceanography.csvOxygen,http://purl.obolibrary.org/obo/ENVO_00002149,341.87, 338.52, 369.43, 361.86, 340.21, 373.4, 338.49, 365.6, 338.01, 340.6, 366.54, 369.28, 342.2, 358.1, 369.24, 371.37, 368.73, 341.68, 341.43, 334.57, 333.89, 338.41, 337.77, 341.24, 372.98, 365.99, 367.78, 339.17, 364.51, 350.18, 338.02, 366.6, 371.88, 338.75
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvSeaIceTypePortion,http://purl.obolibrary.org/obo/ENVO_03000073,upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), lower first-year portion of MYI (FY), lower first-year portion of MYI (FY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), lower first-year portion of MYI (FY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), lower first-year portion of MYI (FY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY), upper multi-year portion of MYI (MY)
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/global_chlorophyll_a.csvTotalChlorophyllA,http://purl.obolibrary.org/obo/ENVO_00002149,0.2573, 0.1507, 0.506, 0.21, 1.2766, 0.8652, 0.9614, 1.0171, 1.0882, 0.2412, 0.8374, 1.2307, 1.2648, 0.1588, 1.667, 1.3244, 0.1802, 1.1082, 0.0706, 0.5622, 4.7189, 0.2984, 0.3724, 2.1116, 0.3321, 0.2704, 0.2212, 0.6221, 0.6232, 0.4089, 0.47, 0.2803, 0.2467, 1.1526, 0.1601, 0.5376, 4.3393, 0.41, 0.6097, 0.5217, 0.3557, 0.2388, 0.1386, 0.368, 0.3986, 0.4214, 0.5994, 0.2391, 0.2876, 0.1512, 0.3594, 0.8468, 0.1398, 0.8198, 0.445, 0.3629, 0.1606, 0.343, 0.1004, 0.1845, 0.7483, 0.4701, 0.7523, 0.2165, 1.0456, 0.2695, 1.5099, 2.0935, 2.341, 0.5091, 0.5898, 1.304, 0.1645, 0.175, 0.6233, 0.3022, 0.9552, 1.5098, 8.7544, 0.49, 0.3697, 0.0561, 0.343, 1.2744, 0.4853, 1.1885, 0.0505, 0.2166, 0.7137, 0.0529, 0.2801, 0.282, 0.7184, 0.7802, 0.1827, 0.2175, 0.5547, 0.6538, 0.8337, 0.607, 2.7493, 0.2758, 0.5993, 0.1601, 0.5696, 0.6013, 0.8361, 0.1676, 1.2197, 1.3933, 0.5733, 0.9432, 1.294, 0.1574, 0.8002, 0.4729, 0.189, 0.3563, 0.3868, 0.345, 0.234, 0.5421, 0.7828, 0.3292, 0.77, 0.0958, 0.7245, 0.4452, 0.4618, 0.141, 0.5225, 0.5872, 0.1296, 0.2853, 0.263, 0.0557, 0.204, 0.3649, 0.3823, 0.8137, 0.6791, 0.803, 0.355, 0.8357, 0.2809, 0.8686, 0.4166, 0.1039, 2.7797, 0.676, 1.9543, 0.4784, 0.3966, 0.5482, 1.8157, 1.7282, 0.2425, 0.2612, 0.3153, 0.3011, 0.363, 0.128, 0.7726, 0.1371, 0.255, 0.365, 4.0852, 0.805, 0.1465, 0.255, 2.8153, 2.4053, 4.1149, 0.4791, 0.2471, 0.3411, 0.2456, 0.5849, 1.9215, 0.14, 0.7158, 2.3753, 1.0379, 0.1626, 0.2521, 0.3219, 1.9702, 0.471, 2.3979, 0.1121, 0.312, 0.3126, 0.082, 0.6917, 0.5449, 0.259, 0.1565, 0.5497, 1.9161, 0.182, 0.2209, 0.4381, 0.3476, 0.23, 0.0539, 0.3285, 0.397, 0.8212, 0.1754, 2.289, 0.1102, 0.2326, 0.9215, 0.2725, 0.083, 0.525, 0.494, 0.436, 0.059, 0.3025, 0.2892, 0.129, 0.852, 0.3903, 0.5739, 0.7849, 0.0583, 0.3287, 0.7024, 0.1906, 0.1765, 0.1237, 0.4679, 0.2775, 0.1706, 0.4509, 0.2444, 0.6893, 0.24, 0.262, 0.2208, 0.4198, 1.163, 0.162, 1.288, 3.1024, 0.243, 0.418, 0.4668, 0.1177, 0.3966, 0.1984, 0.4909, 0.9152, 0.7922, 0.1883, 0.1819, 0.6703, 0.463, 0.549, 0.166, 0.2434, 0.665, 0.0532, 0.124, 5.2973, 0.1277, 0.3508, 3.3895, 0.3043, 0.6268, 0.1311, 0.5238, 1.6467, 0.3964, 0.3728, 0.3291, 0.4252, 0.5468, 0.0556, 0.5799, 0.1931, 0.8586, 1.0456, 3.046, 0.7401, 0.3158, 0.1094
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvPhosphate,http://purl.obolibrary.org/obo/ENVO_00002149,0.75, 0.84, 0.22, 0.69, 0.37, 0.25, 0.99, 0.78, 1.02, 1.04, 0.21, 0.49, 0.77, 0.19, 0.28, 0.75, 0.75, 0.82, 0.53, 0.99, 1.02, 0.58, 0.82, 0.82, 0.97, 1, 0.9, 0.96, 0.62, 0.77, 0.99, 0.71, 0.94, 1, 1.03, 0.65, 0.73, 0.53, 0.83, 0.53, 0.44, 0.72, 0.78, 0.98, 0.89, 0.2
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvMaximumIceOrSnowDepth,http://purl.obolibrary.org/obo/ENVO_03000073,0.23, 1.43, 1.13, 1.63, 0.73, 1.53, 0.33, 2.23, 1.93, 1.73, 0.53, 1.03, 1.33, 2.03, 0.13, 0.43, 0.83, 2.13, 1.23, 0.63, 0.93, 1.83
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvNitrite,http://purl.obolibrary.org/obo/ENVO_00002149,0.07, 0.02, 0.04, 0.09, 0.07, 0.05, 0.03, 0.05, 0.02, 0.02, 0.02, 0.09, 0.16, 0.03, 0.06, 0.28, 0.12, 0.07, 0.09, 0.04, 0.02, 0.07, 0.05, 0.05, 0.06, 0.01, 0.05, 0.04, 0.19, 0.03, 0.04, 0.2, 0.04, 0.04, 0.03, 0.15, 0.14, 0.12, 0.05, 0.09, 0.1, 0.21, 0.23, 0.05, 0.04, 0.02
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvRelativeDistanceY,http://purl.obolibrary.org/obo/ENVO_00002200,35.89, 36.03, 35.98, 36.02, 35.85, 35.97, 35.99, 35.98, 35.84, 35.95, 35.93, 35.96, 35.93, 36.01, 35.99, 35.85, 35.86, 36.01, 35.87, 35.89, 36.02, 35.87, 35.88, 35.85, 36, 36, 35.85, 35.94, 35.85, 35.85, 35.9, 35.98, 35.96, 35.97, 35.96, 35.99, 35.92, 35.91, 35.85, 35.93, 35.85, 35.91, 35.96, 35.85, 35.96, 35.85, 36.08, 36.02, 35.94, 36, 36.03, 35.98, 36.02, 35.93, 35.99, 35.91, 35.87, 36.01, 36.05, 35.86
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvTexture,http://purl.obolibrary.org/obo/ENVO_03000071,columnar, mixed, granular, columnar, granular, mixed, granular, mixed, granular, mixed, mixed, granular, granular, granular, granular, granular
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvIceOrSnowDepth,http://purl.obolibrary.org/obo/ENVO_03000071,1.45, 0.35, 0.95, 1.55, 0.65, 0.45, 0.75, 0.25, 1.05, 0.55, 0.15, 1.35, 1.25, 0.05, 0.85, 1.15
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvArealChlorophyllA,http://purl.obolibrary.org/obo/ENVO_00002149,0.0275, 0.0075, 0.0063, 0.0232, 0.0052, 0.0072, 0.0062, 0.0093, 0.0052, 0.0061, 0.006, 0.0342, 0.0479, 0.0111, 0.0074, 0.0106
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvSeaIceTypePortion,http://purl.obolibrary.org/obo/ENVO_03000071,first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI), first-year sea ice (FYI)
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/chlorophyll_a.csvChlorophyllA,http://purl.obolibrary.org/obo/ENVO_00002149,1.846, 0.935, 1.346, 1.099, 0.757, 0.163, 3.569, 0.425, 0.053, 0.063, 0.035, 1.627, 2.593, 0.233, 0.235, 1.251, 0.337, 0.932, 0.053, 0.79, 1.162, 1.654, 0.827, 1.489, 0.052, 4, 0.765, 1.436, 0.113, 0.15, 1.574, 1.579, 2.539, 1.598, 0.758, 1.774, 1.151, 1.274, 0.466, 0.023, 1.495, 0.596, 0.168, 1.559, 2.288, 1.208, 1.301, 0.094, 1.509, 2.364, 0.083, 0.015, 0.829, 0.044, 0.324, 1.15, 1.147, 2.351, 0.502, 1.146, 1.387, 1.039, 0.157, 0.176, 1.391, 0.746, 0.08, 0.055, 0.934, 1.16, 2.154, 0.738, 0.553, 0.641, 0.15, 0.182, 2.121, 0.787, 1.158, 0.094, 1.157, 0.034, 1.251, 0.205, 0.029, 2.246, 0.589, 0.691, 0.378
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvChlorophyllAConcentration,http://purl.obolibrary.org/obo/ENVO_00002149,0.2747, 0.0746, 0.0627, 0.2315, 0.0522, 0.0716, 0.0619, 0.0927, 0.0518, 0.0608, 0.0603, 0.3418, 0.479, 0.111, 0.074, 0.1064
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvSilicate,http://purl.obolibrary.org/obo/ENVO_00002149,5.39, 7.06, 2.84, 5.05, 3.51, 2.18, 11.17, 5.46, 13.31, 13.32, 2.24, 4.32, 5.5, 2.15, 3.47, 4.74, 4.63, 5.75, 4.3, 12.31, 14.61, 4.38, 5.77, 5.94, 11.47, 12.99, 8.71, 9.07, 3.79, 5.49, 12.44, 4.73, 8.22, 12.39, 12.61, 4.22, 4.98, 3.88, 6.28, 4.22, 3.56, 4.92, 4.63, 12.38, 6.93, 2.62
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvMaximumIceOrSnowDepth,http://purl.obolibrary.org/obo/ENVO_03000071,1.5, 0.4, 1, 1.6, 0.7, 0.5, 0.8, 0.3, 1.1, 0.6, 0.2, 1.4, 1.3, 0.1, 0.9, 1.2
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvMinimumIceOrSnowDepth,http://purl.obolibrary.org/obo/ENVO_03000073,0.13, 1.33, 1.03, 1.53, 0.63, 1.43, 0.23, 2.13, 1.83, 1.63, 0.43, 0.93, 1.23, 1.93, 0, 0.33, 0.73, 2.03, 1.13, 0.53, 0.83, 1.73
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/snow_height.csvIceTemperature,http://purl.obolibrary.org/obo/ENVO_00002200,-6.9, -4.7, -5.2, -5.5, -4.9, -7, -5.6, -6, -4.9, -4.7, -6.7, -4.7, -5.1, -4.7, -6.7, -7.1, -6.2, -5.2, -4.7, -5.3, -5.5, -5.4, -5.1, -5.9, -7.2, -4.7, -4.7, -5, -4.8, -4.6, -7.1, -4.9, -7.2, -6.9, -4.8, -5.7, -5.4, -4.8, -4.8, -6.4, -6.3, -7.1, -4.7, -6.1, -4.7, -5.8, -6.1, -4.7, -5.8, -4.7, -6, -7.2, -5.4, -6.7, -4.7, -6.3, -4.7, -5.3, -4.7, -5, -6.6, -6.9, -6.5, -4.7, -5.9, -4.7, -6.5, -6.2, -4.9, -5.6, -5.1, -5, -6.5, -5.2, -4.8, -7, -4.7, -4.7, -5, -6.8, -4.6, -5.3, -7, -5.8, -4.8, -4.7, -5.5, -4.6, -4.7, -6.4, -4.6, -5.7, -5.6, -5.1, -6.8, -5, -4.7, -4.9, -6.6, -4.6
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvIceOrSnowTemperature,http://purl.obolibrary.org/obo/ENVO_03000073,-10.327, -5.172, -6.46, -4.312, -8.179, -4.742, -9.897, -1.735, -3.024, -3.883, -9.038, -6.89, -5.601, -2.594, -10.821, -9.468, -7.749, -2.164, -6.031, -8.608, -7.32, -3.453
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csv,http://purl.obolibrary.org/obo/ENVO_00002200,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvRelativeDistanceX,http://purl.obolibrary.org/obo/ENVO_00002200,-77.87, -77.33, -76.66, -77.15, -77.85, -76.62, -76.71, -76.64, -77.86, -77.56, -77.61, -76.55, -77.84, -77.02, -76.78, -77.81, -77.86, -76.96, -77.75, -77.7, -77.38, -77.86, -77.87, -77.84, -76.9, -77.42, -77.81, -77.83, -77.82, -77.86, -77.87, -76.68, -76.57, -76.6, -76.5, -76.73, -77.88, -77.88, -77.83, -77.87, -77.84, -77.88, -77.52, -77.82, -76.53, -77.83, -76.22, -76.36, -77.81, -76.84, -77.27, -77.47, -77.21, -77.86, -76.43, -77.66, -77.87, -77.08, -76.29, -77.8
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvAmmonium,http://purl.obolibrary.org/obo/ENVO_00002149,0.03, 0.03, 0.07, 0.65, 0.15, 0.16, 0.07, 0.02, 0.04, 0.09, 0.07, 0.24, 0.1, 0.04, 0.09, 0.79, 0.16, 0.03, 1.05, 0.03, 0.08, 0.61, 0.1, 0.04, 0.04, 0.03, 0.02, 0.11, 1.98, 0.02, 0.04, 1.31, 0.05, 0.09, 0.06, 1.38, 0.04, 1.83, 0.02, 0.73, 0.4, 0.41, 0.83, 0.03, 0.13, 0.08
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/snow_height.csv,http://purl.obolibrary.org/obo/ENVO_03000071,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csv,http://purl.obolibrary.org/obo/ENVO_03000073,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csv,http://purl.obolibrary.org/obo/ENVO_03000071,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvMinimumIceOrSnowDepth,http://purl.obolibrary.org/obo/ENVO_03000071,1.4, 0.3, 0.9, 1.5, 0.6, 0.4, 0.7, 0.2, 1, 0.5, 0.1, 1.3, 1.2, 0, 0.8, 1.1
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvIceOrSnowDepth,http://purl.obolibrary.org/obo/ENVO_03000073,0.18, 1.38, 1.08, 1.58, 0.68, 1.48, 0.28, 2.18, 1.88, 1.68, 0.48, 0.98, 1.28, 1.98, 0.065, 0.38, 0.78, 2.08, 1.18, 0.58, 0.88, 1.78
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvSeaIceType,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071, http://purl.obolibrary.org/obo/ENVO_03000071
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvSeaIceThickness,http://purl.obolibrary.org/obo/ENVO_00002200,0.781, 0.787, 0.784, 0.782, 0.785, 0.781, 0.786, 0.787, 0.787, 0.786, 0.791, 0.785, 0.786, 0.787, 0.782, 0.789, 0.783, 0.789, 0.786, 0.786, 0.787, 0.785, 0.782, 0.783, 0.789, 0.788, 0.786, 0.783, 0.783, 0.789, 0.786, 0.784, 0.785, 0.784, 0.784, 0.791, 0.785, 0.787, 0.787, 0.787
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvArealChlorophyllA,http://purl.obolibrary.org/obo/ENVO_00002149,0.0173, 0.021, 0.0185, 0.0322, 0.0038, 0.0231, 0.0154, 0.0539, 0.0725, 0.0306, 0.0054, 0.0096, 0.0179, 0.0691, 0.0036, 0.0162, 0.0075, 0.0664, 0.0214, 0.0075, 0.0114, 0.0572
