Input Class,Property,Output Class
http://purl.obolibrary.org/obo/ENVO_01000815,http://purl.obolibrary.org/obo/RO_0001018,http://purl.obolibrary.org/obo/ENVO_01000800
http://purl.obolibrary.org/obo/ENVO_00000181,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000823,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000817
http://purl.obolibrary.org/obo/ENVO_00000307,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_03000053,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_02500039,http://purl.obolibrary.org/obo/BFO_0000066,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_01000078,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_01000080,http://purl.obolibrary.org/obo/RO_0001018,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_02500037,http://purl.obolibrary.org/obo/BFO_0000066,http://purl.obolibrary.org/obo/ENVO_00002005
http://purl.obolibrary.org/obo/ENVO_02000049,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_01000075,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_01000066,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_01000075,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000040,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000293
http://purl.obolibrary.org/obo/ENVO_00000531,http://purl.obolibrary.org/obo/RO_0002131,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000078,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_03000076
http://purl.obolibrary.org/obo/ENVO_03000061,http://purl.obolibrary.org/obo/RO_0002233,http://purl.obolibrary.org/obo/ENVO_03000071
http://purl.obolibrary.org/obo/ENVO_00000098,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000000,http://purl.obolibrary.org/obo/RO_0001000,http://purl.obolibrary.org/obo/ENVO_03000027
http://purl.obolibrary.org/obo/ENVO_00000873,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000817
http://purl.obolibrary.org/obo/ENVO_03000011,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_01000293
http://purl.obolibrary.org/obo/ENVO_03000050,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000293
http://purl.obolibrary.org/obo/ENVO_03000048,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_01000721
http://purl.obolibrary.org/obo/ENVO_03000084,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_03000085
http://purl.obolibrary.org/obo/ENVO_01000740,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000131
http://purl.obolibrary.org/obo/ENVO_01000339,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000817
http://purl.obolibrary.org/obo/ENVO_01000295,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_01000889,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000323
http://purl.obolibrary.org/obo/ENVO_01000067,http://purl.obolibrary.org/obo/RO_0001025,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000047,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_03000046
http://purl.obolibrary.org/obo/ENVO_03000060,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_03000071
http://purl.obolibrary.org/obo/ENVO_01000298,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_01000320,http://purl.obolibrary.org/obo/ENVO_2100007,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_01000180,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_00000112
http://purl.obolibrary.org/obo/ENVO_03000072,http://purl.obolibrary.org/obo/RO_0002353,http://purl.obolibrary.org/obo/ENVO_03000061
http://purl.obolibrary.org/obo/ENVO_03000046,http://purl.obolibrary.org/obo/ENVO_01001307,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_03000091,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000134
http://purl.obolibrary.org/obo/ENVO_03000003,http://purl.obolibrary.org/obo/BFO_0000062,http://purl.obolibrary.org/obo/ENVO_01000895
http://purl.obolibrary.org/obo/ENVO_01000754,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_03000029,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_03000004
http://purl.obolibrary.org/obo/ENVO_01000684,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00002007
http://purl.obolibrary.org/obo/ENVO_01000647,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_01000325,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_03000076,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_03000046
http://purl.obolibrary.org/obo/ENVO_00000531,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000145
http://purl.obolibrary.org/obo/ENVO_01000276,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000280
http://purl.obolibrary.org/obo/ENVO_00000088,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_00000016
http://purl.obolibrary.org/obo/ENVO_03000099,http://purl.obolibrary.org/obo/RO_0002091,http://purl.obolibrary.org/obo/ENVO_03000097
http://purl.obolibrary.org/obo/ENVO_03000058,http://purl.obolibrary.org/obo/RO_0002233,http://purl.obolibrary.org/obo/ENVO_03000063
http://purl.obolibrary.org/obo/ENVO_01000683,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000295,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000031,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_00000298
http://purl.obolibrary.org/obo/ENVO_03000051,http://purl.obolibrary.org/obo/RO_0002353,http://purl.obolibrary.org/obo/ENVO_01000723
http://purl.obolibrary.org/obo/ENVO_01000749,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000800
http://purl.obolibrary.org/obo/ENVO_03000113,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_03000002
http://purl.obolibrary.org/obo/ENVO_03000103,http://purl.obolibrary.org/obo/RO_0002233,http://purl.obolibrary.org/obo/ENVO_03000027
http://purl.obolibrary.org/obo/ENVO_00000177,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_03000006
http://purl.obolibrary.org/obo/ENVO_01000076,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_00005795,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_03000040,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_01000721
http://purl.obolibrary.org/obo/ENVO_01000740,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000323
http://purl.obolibrary.org/obo/ENVO_03000091,http://purl.obolibrary.org/obo/BFO_0000066,http://purl.obolibrary.org/obo/ENVO_00000134
http://purl.obolibrary.org/obo/ENVO_02500018,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000012
http://purl.obolibrary.org/obo/ENVO_01000065,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000069,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_03000059
http://purl.obolibrary.org/obo/ENVO_03000115,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_03000098
http://purl.obolibrary.org/obo/ENVO_00000528,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000145
http://purl.obolibrary.org/obo/ENVO_03000116,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000406
http://purl.obolibrary.org/obo/ENVO_03000089,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_03000091
http://purl.obolibrary.org/obo/ENVO_03000015,http://purl.obolibrary.org/obo/RO_0002131,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000003,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_03000008
http://purl.obolibrary.org/obo/ENVO_01000740,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000408
http://purl.obolibrary.org/obo/ENVO_01000684,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000079,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_03000036,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_03000010
http://purl.obolibrary.org/obo/ENVO_03000066,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_00000392,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_00000342,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000145
http://purl.obolibrary.org/obo/ENVO_03000012,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_00000413,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000293
http://purl.obolibrary.org/obo/ENVO_03000121,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_03000003
http://purl.obolibrary.org/obo/ENVO_03000002,http://purl.obolibrary.org/obo/RO_0001000,http://purl.obolibrary.org/obo/ENVO_03000000
http://purl.obolibrary.org/obo/ENVO_03000002,http://purl.obolibrary.org/obo/RO_0001000,http://purl.obolibrary.org/obo/ENVO_03000027
http://purl.obolibrary.org/obo/ENVO_01000752,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000323
http://purl.obolibrary.org/obo/ENVO_03000079,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_03000075
http://purl.obolibrary.org/obo/ENVO_01000690,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_01000818,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_03000095,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_03000096
http://purl.obolibrary.org/obo/ENVO_02000049,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000065,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_01000023,http://purl.obolibrary.org/obo/RO_0002131,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_01000186,http://purl.obolibrary.org/obo/envo#has_condition,http://purl.obolibrary.org/obo/ENVO_01000238
http://purl.obolibrary.org/obo/ENVO_01000749,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_00000015,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_00000396,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_00000299,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_01000815,http://purl.obolibrary.org/obo/RO_0001025,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000018,http://purl.obolibrary.org/obo/RO_0002150,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_01000077,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_01000077,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000113,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_00002450,http://purl.obolibrary.org/obo/RO_0002131,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_00000475,http://purl.obolibrary.org/obo/ENVO_01001307,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_01000023,http://purl.obolibrary.org/obo/RO_0002131,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_01000895,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_01000406
http://purl.obolibrary.org/obo/ENVO_03000005,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000675,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_01000769,http://purl.obolibrary.org/obo/RO_0002418,http://purl.obolibrary.org/obo/ENVO_02500004
http://purl.obolibrary.org/obo/ENVO_01000793,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000115,http://purl.obolibrary.org/obo/RO_0000056,http://purl.obolibrary.org/obo/ENVO_03000099
http://purl.obolibrary.org/obo/ENVO_03000082,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_03000084
http://purl.obolibrary.org/obo/ENVO_00000430,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000293
http://purl.obolibrary.org/obo/ENVO_02500007,http://purl.obolibrary.org/obo/RO_0002233,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_00005795,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_03000045,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_00003044
http://purl.obolibrary.org/obo/ENVO_01000066,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_03000076,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_00000088,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000044,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_00002200
http://purl.obolibrary.org/obo/ENVO_01000666,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_00000397,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000011,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_01000280,http://purl.obolibrary.org/obo/RO_0001025,http://purl.obolibrary.org/obo/ENVO_01000817
http://purl.obolibrary.org/obo/ENVO_01000295,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_03000017,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000830,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00002005
http://purl.obolibrary.org/obo/ENVO_01000320,http://purl.obolibrary.org/obo/ENVO_2100001,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_00000475,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_03000120,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000053,http://purl.obolibrary.org/obo/RO_0001025,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000740,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_01000081,http://purl.obolibrary.org/obo/RO_0001018,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_03000066,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_03000044
http://purl.obolibrary.org/obo/ENVO_01000293,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000818
http://purl.obolibrary.org/obo/ENVO_01000075,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
