file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvTexturehttp://purl.obolibrary.org/obo/ENVO_03000073,columnar,columnar,mixed,mixed,mixed,columnar,mixed,columnar,columnar,mp,mixed,mixed,mixed,mixed,mixed,mixed,mixed,columnar,mixed,mixed,mixed,columnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvTexturehttp://purl.obolibrary.org/obo/ENVO_03000071,mixed,columnar,granular,granular,granular,granular,granular,granular,mixed,mixed,granular,granular,columnar,mixed,granular,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvIceOrSnowDepthhttp://purl.obolibrary.org/obo/ENVO_03000071,0.15,1.55,0.05,1.25,0.75,1.15,0.95,1.05,0.25,0.35,1.35,0.85,1.45,0.45,0.65,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvArealChlorophyllAhttp://purl.obolibrary.org/obo/ENVO_00002149,0.006,0.0232,0.0111,0.0479,0.0062,0.0106,0.0063,0.0052,0.0093,0.0075,0.0342,0.0074,0.0275,0.0072,0.0052,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvSeaIceTypePortionhttp://purl.obolibrary.org/obo/ENVO_03000071,first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),first-year sea ice (FYI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/chlorophyll_a.csvChlorophyllAhttp://purl.obolibrary.org/obo/ENVO_00002149,0.053,1.627,1.157,1.274,1.346,2.351,0.015,1.559,1.16,0.425,0.063,1.391,0.157,0.79,0.182,0.233,0.502,0.094,0.205,0.596,1.251,1.387,0.15,1.162,0.029,0.746,0.757,4,0.163,2.288,0.765,1.151,0.094,0.738,0.023,0.15,0.235,0.378,1.147,2.246,0.168,2.154,1.301,1.208,1.579,1.146,0.083,0.466,0.176,0.044,0.934,2.364,1.574,0.641,1.436,0.787,0.553,0.758,0.324,0.827,1.251,3.569,1.039,2.593,0.935,1.489,0.829,0.034,0.691,1.774,0.055,1.158,1.099,0.113,1.598,0.08,2.539,1.654,0.035,1.509,1.15,1.495,0.932,2.121,0.337,0.589,1.846,0.053,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvChlorophyllAConcentrationhttp://purl.obolibrary.org/obo/ENVO_00002149,0.0603,0.2315,0.111,0.479,0.0619,0.1064,0.0627,0.0518,0.0927,0.0746,0.3418,0.074,0.2747,0.0716,0.0522,0.0608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvSilicatehttp://purl.obolibrary.org/obo/ENVO_00002149,4.63,3.88,4.3,3.79,4.92,11.47,8.71,5.05,5.77,12.61,6.28,5.49,5.46,2.62,9.07,8.22,2.15,5.5,3.51,3.47,6.93,4.38,5.75,4.98,12.44,14.61,5.39,2.18,13.32,4.73,4.32,7.06,2.24,11.17,3.56,13.31,5.94,12.39,4.74,12.31,12.99,4.22,4.22,4.63,2.84,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvMaximumIceOrSnowDepthhttp://purl.obolibrary.org/obo/ENVO_03000071,0.2,1.6,0.1,1.3,0.8,1.2,1,1.1,0.3,0.4,1.4,0.9,1.5,0.5,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvMinimumIceOrSnowDepthhttp://purl.obolibrary.org/obo/ENVO_03000073,2.03,0.23,0.63,1.23,1.63,1.93,1.43,0.13,1.83,0,0.93,1.53,1.03,1.73,1.13,1.33,0.43,2.13,0.83,0.73,0.53,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/snow_height.csvIceTemperaturehttp://purl.obolibrary.org/obo/ENVO_00002200,-7.2,-4.6,-7.1,-7,-4.7,-5,-6.7,-6.9,-6.3,-4.7,-5.7,-5.5,-4.7,-4.7,-6.9,-6.8,-5.2,-4.6,-7.1,-4.7,-6.2,-4.8,-4.7,-5.2,-4.7,-4.7,-6.2,-5,-6.3,-7,-5.7,-5,-5.3,-4.7,-4.8,-6.4,-5.3,-6.7,-6.7,-4.7,-5.4,-4.8,-5.2,-4.9,-6.5,-7,-4.7,-5,-7.2,-5.1,-7.1,-4.7,-4.8,-6.4,-6.8,-5.9,-4.7,-6.6,-4.7,-6.1,-5.1,-6.6,-4.7,-5.1,-5.4,-4.9,-4.9,-4.7,-6.9,-5.3,-4.8,-5.6,-4.8,-7.2,-4.7,-4.7,-5.6,-4.9,-4.6,-5,-6.5,-6.1,-4.6,-5.8,-4.7,-4.7,-5.1,-6,-5.4,-6.5,-5.9,-5.8,-4.7,-5.8,-5.5,-5.5,-6,-4.6,-4.9,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvIceOrSnowTemperaturehttp://purl.obolibrary.org/obo/ENVO_03000073,-2.164,-9.897,-8.179,-5.601,-3.883,-2.594,-4.742,-10.327,-3.024,-10.821,-6.89,-4.312,-6.46,-3.453,-6.031,-5.172,-9.038,-1.735,-7.32,-7.749,-8.608,-9.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvRelativeDistanceXhttp://purl.obolibrary.org/obo/ENVO_00002200,-76.5,-77.61,-77.82,-77.81,-77.81,-76.96,-77.86,-76.68,-77.87,-76.57,-77.84,-76.84,-77.84,-77.27,-77.88,-77.88,-77.86,-76.36,-77.84,-77.02,-77.8,-76.62,-77.52,-77.21,-77.85,-77.08,-76.53,-77.42,-77.82,-77.83,-77.88,-77.87,-76.43,-77.47,-76.55,-77.81,-77.38,-76.9,-77.15,-76.64,-77.86,-77.83,-77.86,-76.66,-77.7,-76.22,-76.71,-76.29,-77.66,-77.75,-76.73,-77.87,-77.86,-77.83,-76.78,-77.87,-77.56,-76.6,-77.33,-77.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/inorganic_nutrients.csvAmmoniumhttp://purl.obolibrary.org/obo/ENVO_00002149,0.83,1.83,1.05,1.98,0.41,0.04,0.02,0.65,0.1,0.06,0.02,0.02,0.02,0.08,0.11,0.05,0.04,0.1,0.15,0.09,0.13,0.61,0.03,0.04,0.04,0.08,0.03,0.16,0.09,1.31,0.24,0.03,0.07,0.07,0.4,0.04,0.04,0.09,0.79,0.03,0.03,0.73,1.38,0.16,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvMinimumIceOrSnowDepthhttp://purl.obolibrary.org/obo/ENVO_03000071,0.1,1.5,0,1.2,0.7,1.1,0.9,1,0.2,0.3,1.3,0.8,1.4,0.4,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvIceOrSnowDepthhttp://purl.obolibrary.org/obo/ENVO_03000073,2.08,0.28,0.68,1.28,1.68,1.98,1.48,0.18,1.88,0.065,0.98,1.58,1.08,1.78,1.18,1.38,0.48,2.18,0.88,0.78,0.58,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_fyi.csvSeaIceTypehttp://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,http://purl.obolibrary.org/obo/ENVO_03000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/influence_snow_depth.csvRelativeDistanceYhttp://purl.obolibrary.org/obo/ENVO_00002200,35.96,35.93,35.85,35.85,35.85,36.01,35.84,35.98,35.88,35.96,35.85,36,35.93,36.03,35.91,35.91,35.85,36.02,35.85,36.01,35.86,35.97,35.96,36.02,35.85,36.01,35.96,36,35.85,35.85,35.92,35.9,35.99,35.98,35.96,35.94,36.02,36,36.02,35.98,35.86,35.94,35.87,35.98,35.89,36.08,35.99,36.05,35.91,35.87,35.99,35.87,35.93,35.85,35.99,35.93,35.95,35.97,36.03,35.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file:/home/kai/Desktop/grad_school/marmic/master_thesis/kblumberg_masters_thesis/datastore/build_datastore/ice_algal_chlorophyll_myi.csvArealChlorophyllAhttp://purl.obolibrary.org/obo/ENVO_00002149,0.0664,0.0154,0.0038,0.0179,0.0306,0.0691,0.0231,0.0173,0.0725,0.0036,0.0096,0.0322,0.0185,0.0572,0.0214,0.021,0.0054,0.0539,0.0114,0.0075,0.0075,0.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
