Date Time,Latitude,Longitude,Snow Height Sensor 1,Snow Height Sensor 2,Snow Height Sensor 3,Snow Height Sensor 4,Snow Height Mean,Atmospheric Pressure,Air Temperature,Ice Temperature
2015-03-01T14:00,82.948,26.4312,,,,,,1007.9,-22.2,-8.6
2015-03-01T15:00,82.9498,26.4148,,,,,,1008,-22.2,-8.1
2015-03-01T16:00,82.9512,26.396,,,,,,1008.3,-22.5,-7.7
2015-03-01T17:00,82.9526,26.3756,,,,,,1008.3,-22.6,-7.6
2015-03-01T18:00,82.9534,26.3528,0.38,0.36,0.39,0.364,0.374,1008.7,-21.8,-7.5
2015-03-01T19:00,82.9544,26.3288,0.38,0.36,0.39,0.354,0.371,1008.8,-22.3,-7.5
2015-03-01T20:00,82.9552,26.3036,0.38,0.36,0.38,0.364,0.371,1008.9,-22.6,-7.5
2015-03-01T21:00,82.956,26.278,0.38,0.36,0.38,0.354,0.369,1009.6,-23.1,-7.5
2015-03-01T22:00,82.9568,26.2514,0.38,0.36,,0.364,0.368,1009.6,-23.2,-7.5
2015-03-01T23:00,82.9576,26.2246,0.38,0.36,,0.364,0.368,1009.7,-23,-7.5
2015-03-02T00:00,82.9586,26.1982,0.37,0.36,,0.364,0.365,1010,-23.1,-7.5
2015-03-02T01:00,82.9594,26.1732,,0.36,,0.354,0.357,1010.2,-23,-7.5
2015-03-02T02:00,82.9604,26.1486,0.37,,,0.354,0.362,1010.7,-23.4,-7.5
2015-03-02T03:00,82.9614,26.1238,0.4,,,,0.4,1010.8,-23.4,-7.5
2015-03-02T04:02,82.9622,26.0964,,,,,,1011.2,-23.2,-7.5
2015-03-02T05:00,82.963,26.0686,,,,0.344,0.344,1011.4,-23.5,-7.5
2015-03-02T06:00,82.9638,26.0404,,,,,,1011.9,-23.3,-7.5
2015-03-02T07:00,82.9648,26.0118,,,,0.344,0.344,1012,-23.4,-7.5
2015-03-02T08:01,82.9658,25.9798,,,,,,1012.1,-22.8,-7.5
2015-03-02T09:01,82.9668,25.9468,,,,,,1012.4,-22.9,-7.5
2015-03-02T10:01,82.9682,25.914,,,,0.364,0.364,1012.7,-20.9,-7.5
2015-03-02T11:01,82.9696,25.8836,,,,0.354,0.354,1013,-19.8,-7.5
2015-03-02T12:01,82.9716,25.8526,,,,0.354,0.354,1013.2,-19.6,-7.4
2015-03-02T13:01,82.9736,25.8244,,,,,,1013.3,-19.3,-7.4
2015-03-02T14:01,82.9756,25.7978,,,,,,1013.5,-19.5,-7.4
2015-03-02T15:01,82.9772,25.7696,,,,,,1013.4,-19.7,-7.4
2015-03-02T16:01,82.9792,25.7374,0.37,,,,0.37,1013.3,-19.5,-7.4
2015-03-02T17:00,82.9814,25.701,0.39,,,0.344,0.367,1013.8,-18.1,-7.3
2015-03-02T18:00,82.9842,25.6588,,,,,,1013.7,-18.2,-7.3
2015-03-02T19:01,82.9866,25.614,,,,,,1013.6,-16.8,-7.3
2015-03-02T20:01,82.9892,25.5656,,0.37,,0.324,0.347,1013.9,-16.9,-7.3
2015-03-02T21:01,82.9916,25.5196,,,,0.354,0.354,1013.8,-16.9,-7.2
2015-03-02T22:01,82.994,25.4706,0.39,,,0.334,0.362,1013.6,-17.4,-7.2
2015-03-02T23:01,82.9958,25.423,0.38,,,,0.38,1013.2,-17.7,-7.2
2015-03-03T00:01,82.9986,25.3708,0.39,0.35,,,0.37,1012.8,-16.8,-7.2
2015-03-03T01:00,83.0006,25.3196,0.4,,,0.354,0.377,1012.3,-16.3,-7.1
2015-03-03T02:01,83.003,25.2652,0.38,,0.41,0.354,0.381,1011.9,-16.2,-7.1
2015-03-03T03:00,83.0056,25.2106,0.4,0.36,0.41,0.354,0.381,1011.5,-15.5,-7.1
2015-03-03T04:00,83.009,25.1488,0.39,,,0.354,0.372,1010.6,-15,-7
2015-03-03T05:00,83.0122,25.0868,0.4,0.37,0.39,0.374,0.384,1009.7,-14.4,-7
2015-03-03T06:00,83.016,25.02,0.39,0.36,0.39,0.344,0.371,1009.1,-13.8,-7
2015-03-03T07:00,83.0208,24.948,0.39,,0.4,0.354,0.381,1008.8,-12.8,-6.9
2015-03-03T08:00,83.026,24.8808,0.39,0.34,0.4,0.364,0.374,1008.2,-11.8,-6.9
2015-03-03T09:00,83.0322,24.8038,0.36,0.34,0.39,0.354,0.361,1007.4,-11.1,-6.9
2015-03-03T10:00,83.0384,24.7332,0.39,0.35,0.39,0.354,0.371,1006.8,-10.8,-6.8
2015-03-03T11:00,83.0448,24.6664,0.38,0.35,0.39,0.344,0.366,1006.1,-10.7,-6.8
2015-03-03T12:00,83.052,24.6032,0.37,0.33,0.38,0.344,0.356,1005.5,-10.6,-6.7
2015-03-03T13:00,83.0596,24.5408,,0.34,0.4,0.354,0.365,1005,-10.3,-6.7
2015-03-03T14:00,83.0672,24.485,,,0.39,0.344,0.367,1004.4,-10.1,-6.7
2015-03-03T15:00,83.0746,24.4364,0.35,,0.39,0.354,0.365,1003.7,-9.6,-6.6
2015-03-03T16:00,83.082,24.3904,,0.33,0.39,0.354,0.358,1003.4,-9,-6.6
2015-03-03T17:00,83.0892,24.3422,0.37,0.33,0.4,0.354,0.364,1003,-8.8,-6.5
2015-03-03T18:00,83.0954,24.3,0.34,0.33,0.4,0.354,0.356,1002.7,-8.3,-6.5
2015-03-03T19:00,83.101,24.2602,0.37,0.33,0.4,0.354,0.364,1001.7,-7.9,-6.5
2015-03-03T20:00,83.1064,24.218,0.38,0.33,0.4,0.354,0.366,1001.3,-7.4,-6.4
2015-03-03T21:00,83.1112,24.1812,0.39,0.34,0.4,0.354,0.371,1001,-6.7,-6.4
2015-03-03T22:00,83.1158,24.144,0.36,,0.4,0.354,0.371,1000.2,-6.2,-6.3
2015-03-03T23:00,83.1198,24.1158,0.4,,0.4,0.354,0.385,999.6,-5.7,-6.3
2015-03-04T00:00,83.1234,24.0922,0.39,0.37,0.41,0.354,0.381,999.3,-5.1,-6.2
2015-03-04T01:00,83.1264,24.0774,0.4,0.36,0.4,0.374,0.384,998.7,-3.8,-6.2
2015-03-04T02:00,83.1292,24.0664,0.4,0.36,0.4,0.354,0.379,998.4,-3.3,-6.1
2015-03-04T03:00,83.1322,24.0634,0.4,0.36,,0.364,0.375,998.5,-2.4,-6.1
2015-03-04T04:01,83.1348,24.0636,0.4,0.36,,0.364,0.375,998.9,-3,-6
2015-03-04T05:00,83.1372,24.0658,0.39,0.36,,0.364,0.371,999.3,-3.1,-6
2015-03-04T06:00,83.1396,24.0698,0.39,0.36,0.35,0.364,0.366,999.8,-3.2,-5.9
2015-03-04T07:00,83.1416,24.0772,0.39,0.36,0.36,0.364,0.369,1000.3,-3.7,-5.9
2015-03-04T08:00,83.1432,24.0884,0.4,0.36,0.36,0.364,0.371,1001,-4.9,-5.8
2015-03-04T09:00,83.1446,24.1044,0.4,0.36,0.37,0.364,0.374,1001.6,-5,-5.8
2015-03-04T10:00,83.1454,24.1248,0.4,0.36,0.38,0.364,0.376,1002.1,-4,-5.8
2015-03-04T11:00,83.1458,24.1488,0.39,0.36,0.37,,0.373,1002.4,-4,-5.7
2015-03-04T12:00,83.146,24.1732,0.39,0.36,0.38,,0.377,1002.7,-4.2,-5.7
2015-03-04T13:00,83.1456,24.1926,0.39,0.36,0.38,0.364,0.374,1002.8,-4,-5.6
2015-03-04T14:00,83.1446,24.207,0.39,0.36,0.38,0.364,0.374,1002.9,-4.1,-5.6
2015-03-04T15:00,83.1428,24.2168,0.39,0.36,0.38,0.364,0.374,1002.9,-3.8,-5.6
2015-03-04T16:00,83.1412,24.224,0.39,0.36,0.38,0.364,0.374,1003,-4.1,-5.5
2015-03-04T17:00,83.14,24.2292,0.39,0.36,0.38,0.364,0.374,1002.9,-4.3,-5.5
2015-03-04T18:00,83.1392,24.2314,0.39,0.36,0.38,0.364,0.374,1002.8,-4.7,-5.5
2015-03-04T19:00,83.1382,24.2298,0.39,0.36,0.38,0.364,0.374,1002.6,-4.7,-5.4
2015-03-04T20:00,83.1378,24.2254,0.39,0.36,0.38,0.364,0.374,1002.4,-4.5,-5.4
2015-03-04T21:00,83.1372,24.2198,0.39,0.36,0.39,0.364,0.376,1002.1,-4.1,-5.4
2015-03-04T22:00,83.1366,24.2132,0.39,0.36,0.39,0.364,0.376,1001.7,-4.3,-5.3
2015-03-04T23:00,83.1358,24.2058,0.39,0.36,0.39,,0.38,1001.2,-4.3,-5.3
2015-03-05T00:00,83.1352,24.1984,0.39,0.36,0.39,,0.38,1000.8,-4.2,-5.3
2015-03-05T01:00,83.1346,24.193,0.39,0.36,0.39,0.364,0.376,1000.5,-4.4,-5.2
2015-03-05T02:00,83.1342,24.19,0.39,0.36,0.39,0.364,0.376,1000,-4.3,-5.2
2015-03-05T03:00,83.1342,24.1884,0.39,0.36,0.39,0.354,0.374,999.4,-4.6,-5.2
2015-03-05T04:00,83.1344,24.1876,0.39,0.36,0.39,0.354,0.374,998.9,-4.5,-5.1
2015-03-05T05:00,83.1348,24.1848,0.39,0.36,0.39,0.364,0.376,998.3,-5.4,-5.1
2015-03-05T06:00,83.1348,24.1772,0.39,0.36,0.39,0.364,0.376,997.7,-5.9,-5.1
2015-03-05T07:00,83.135,24.1686,0.39,0.36,0.39,0.364,0.376,997.1,-4.9,-5.1
2015-03-05T08:00,83.135,24.1582,0.39,0.36,0.39,0.364,0.376,996.8,-5.6,-5
2015-03-05T09:00,83.1352,24.15,0.39,0.36,0.39,0.364,0.376,996.2,-6.1,-5
2015-03-05T10:00,83.1356,24.1452,0.39,0.36,0.39,0.344,0.371,995.7,-6.3,-5
2015-03-05T11:00,83.136,24.1448,0.39,0.36,0.39,,0.38,994.9,-6.8,-5
2015-03-05T12:00,83.1362,24.149,0.39,0.36,0.39,0.334,0.369,994.8,-8.4,-5
2015-03-05T13:00,83.1366,24.1574,0.39,0.36,0.39,0.354,0.374,994,-8.1,-4.9
2015-03-05T14:00,83.137,24.169,0.39,0.36,0.39,0.354,0.374,993.5,-7.4,-4.9
2015-03-05T15:00,83.1374,24.1818,0.39,0.36,0.39,0.354,0.374,993.1,-7.2,-4.9
2015-03-05T16:00,83.138,24.1952,0.39,0.36,0.39,0.364,0.376,992.7,-7,-4.9
2015-03-05T17:00,83.1384,24.2074,0.39,0.36,0.39,0.354,0.374,992.6,-7.1,-4.9
2015-03-05T18:00,83.1388,24.2184,0.37,0.36,0.39,0.354,0.369,992.1,-7.5,-4.8
2015-03-05T19:00,83.1388,24.227,0.39,0.36,0.39,0.364,0.376,992,-9.2,-4.8
2015-03-05T20:00,83.1384,24.2324,0.39,0.36,0.39,0.354,0.374,992.2,-8.2,-4.8
2015-03-05T21:00,83.1376,24.2366,0.39,0.36,0.39,0.354,0.374,992.3,-7.7,-4.8
2015-03-05T22:00,83.1366,24.2418,0.39,0.36,0.4,0.354,0.376,992.2,-6.9,-4.8
2015-03-05T23:00,83.1354,24.2504,0.37,0.36,0.4,0.354,0.371,992.3,-6.7,-4.8
2015-03-06T00:00,83.1342,24.2638,0.37,0.36,0.4,0.364,0.374,992.5,-7.2,-4.7
2015-03-06T01:00,83.1328,24.283,0.36,0.36,0.4,0.354,0.369,992.7,-10.8,-4.7
2015-03-06T02:00,83.1312,24.3064,0.36,0.36,0.4,0.364,0.371,993.2,-14.1,-4.7
2015-03-06T03:00,83.1294,24.3314,0.38,0.36,0.39,0.364,0.374,993.5,-12.7,-4.7
2015-03-06T04:01,83.1276,24.3548,,,,0.394,0.394,993.7,-14.1,-4.7
2015-03-06T05:01,83.1258,24.3724,,,0.45,0.394,0.422,993.8,-14.9,-4.7
2015-03-06T06:01,83.1242,24.3854,,0.41,0.46,0.394,0.421,993.9,-15.4,-4.7
2015-03-06T07:01,83.1232,24.3928,,0.43,0.46,0.394,0.428,994.2,-15.6,-4.7
2015-03-06T08:01,83.123,24.3992,,0.43,0.46,,0.445,994.4,-14.4,-4.7
2015-03-06T09:01,83.1232,24.406,,,0.45,,0.45,994.4,-13.2,-4.7
2015-03-06T10:01,83.123,24.413,,,0.46,,0.46,994.3,-16.5,-4.7
2015-03-06T11:00,83.1226,24.4184,0.36,0.45,0.46,,0.423,994.2,-17.8,-4.7
2015-03-06T12:01,83.1224,24.4226,0.38,0.45,0.46,,0.43,994.4,-17.9,-4.7
2015-03-06T13:01,83.1226,24.4224,,0.43,0.46,,0.445,994,-16.1,-4.7
2015-03-06T14:01,83.1232,24.418,,0.43,0.46,,0.445,993.6,-15.1,-4.7
2015-03-06T15:01,83.1242,24.4102,,0.43,0.47,,0.45,993.2,-14,-4.7
2015-03-06T16:02,83.1258,24.398,,0.42,0.46,,0.44,992.9,-12.7,-4.7
2015-03-06T17:01,83.1274,24.38,,0.41,0.45,,0.43,992.1,-11.4,-4.7
2015-03-06T18:01,83.1292,24.3562,,0.42,0.45,,0.435,991.1,-9.8,-4.7
2015-03-06T19:01,83.1312,24.3248,,0.42,0.46,0.404,0.428,990.3,-8.1,-4.7
2015-03-06T20:01,83.1328,24.2902,,0.41,0.46,0.394,0.421,989.7,-8,-4.7
2015-03-06T21:01,83.134,24.2538,,0.39,0.46,,0.425,989.2,-7.7,-4.6
2015-03-06T22:00,83.1352,24.2194,,0.41,0.46,,0.435,988.4,-7.4,-4.6
2015-03-06T23:01,83.1364,24.1864,,,0.45,,0.45,987.5,-6.8,-4.6
2015-03-07T00:01,83.1374,24.156,,,0.46,,0.46,986.7,-5.6,-4.6
2015-03-07T01:02,83.1384,24.1292,,0.38,0.45,,0.415,986,-4.4,-4.6
2015-03-07T02:02,83.1398,24.105,,0.38,0.46,,0.42,985.3,-3.6,-4.5
2015-03-07T03:01,83.1414,24.084,,0.38,0.46,,0.42,984.7,-2.8,-4.5
2015-03-07T04:01,83.1432,24.063,,0.38,0.45,,0.415,984,-2.6,-4.5
2015-03-07T05:01,83.145,24.04,,,0.45,,0.45,983.4,-2.2,-4.4
2015-03-07T06:00,83.1466,24.0138,0.37,,0.45,,0.41,982.7,-2.4,-4.4
2015-03-07T07:00,83.148,23.9832,0.36,0.39,0.45,,0.4,982.1,-2.6,-4.4
2015-03-07T08:00,83.1492,23.9472,0.38,0.4,0.46,0.404,0.411,981,-3,-4.4
2015-03-07T09:00,83.1504,23.9058,,0.4,0.46,,0.43,980.2,-3,-4.3
2015-03-07T10:00,83.1518,23.8658,,,0.46,,0.46,979.1,-2.8,-4.3
2015-03-07T11:00,83.153,23.831,0.4,,0.46,0.404,0.421,978.4,-2.5,-4.3
2015-03-07T12:00,83.1544,23.8022,0.41,0.41,0.46,0.394,0.419,978.1,-1.8,-4.3
2015-03-07T13:00,83.156,23.7814,0.41,0.41,0.46,0.394,0.419,978,-2.4,-4.2
2015-03-07T14:00,83.158,23.7684,0.42,0.42,0.46,0.394,0.424,978,-3,-4.2
2015-03-07T15:00,83.16,23.761,0.41,0.43,0.46,0.394,0.424,977.9,-2.9,-4.2
2015-03-07T16:00,83.162,23.757,0.41,0.42,0.46,0.394,0.421,977.9,-3.6,-4.2
2015-03-07T17:00,83.164,23.7518,0.41,0.43,0.46,0.394,0.424,977.9,-4,-4.2
2015-03-07T18:00,83.1662,23.7432,0.41,0.42,0.46,0.394,0.421,977.9,-3.8,-4.1
2015-03-07T19:00,83.1684,23.7316,0.41,0.42,0.46,0.394,0.421,977.8,-3.7,-4.1
2015-03-07T20:00,83.1712,23.7174,0.41,0.41,0.46,0.394,0.419,977.6,-4,-4.1
2015-03-07T21:00,83.1736,23.7018,0.41,0.44,0.46,0.404,0.429,977.5,-4.7,-4.1
2015-03-07T22:00,83.1754,23.683,0.41,0.42,0.46,0.404,0.424,977.2,-4.1,-4.1
2015-03-07T23:00,83.1766,23.6614,0.41,0.43,0.46,0.394,0.424,977.1,-4.3,-4
2015-03-08T00:00,83.1778,23.6378,0.41,0.43,0.47,0.404,0.429,976.6,-4.2,-4
2015-03-08T01:00,83.1786,23.6134,0.41,0.41,0.47,0.404,0.424,975.9,-3.7,-4
2015-03-08T02:00,83.1794,23.5884,0.41,0.4,0.46,,0.423,975.4,-3.5,-4
2015-03-08T03:00,83.1804,23.5624,0.41,0.41,,,0.41,974.9,-3.5,-4
2015-03-08T04:01,83.1814,23.5338,0.41,0.4,,0.414,0.408,974.4,-2.6,-3.9
2015-03-08T05:00,83.1824,23.5026,,0.4,0.46,0.424,0.428,973.9,-2.7,-3.9
2015-03-08T06:00,83.184,23.4658,,0.4,0.46,,0.43,973.2,-2.8,-3.9
2015-03-08T07:00,83.1856,23.4228,0.41,0.4,0.46,,0.423,972.6,-3,-3.9
2015-03-08T08:00,83.1868,23.3738,0.41,0.4,0.46,,0.423,972.2,-2.7,-3.9
2015-03-08T09:00,83.1878,23.3208,0.41,0.4,0.46,0.384,0.414,971.8,-2.7,-3.8
2015-03-08T10:00,83.1886,23.2638,0.41,0.4,0.46,,0.423,970.8,-2.5,-3.8
2015-03-08T11:00,83.189,23.2038,0.41,0.4,0.46,0.384,0.414,970.2,-2.4,-3.8
2015-03-08T12:00,83.1894,23.1368,0.41,0.4,0.46,0.384,0.414,969.5,-2.2,-3.8
2015-03-08T13:00,83.19,23.068,0.41,0.41,0.46,0.404,0.421,968.6,-2.3,-3.8
2015-03-08T14:00,83.1904,22.999,0.41,0.41,0.46,0.394,0.419,967.9,-2.2,-3.7
2015-03-08T15:00,83.191,22.9338,0.41,0.43,0.46,0.394,0.424,967.5,-2.2,-3.7
2015-03-08T16:00,83.1916,22.876,0.41,0.42,0.46,0.394,0.421,966.8,-2.2,-3.7
2015-03-08T17:00,83.1922,22.8232,0.41,0.43,0.46,0.404,0.426,966.3,-2.5,-3.7
2015-03-08T18:00,83.1928,22.775,0.41,0.44,0.46,0.414,0.431,966.6,-2.4,-3.7
2015-03-08T19:00,83.1934,22.7298,0.41,0.44,0.46,0.414,0.431,966.6,-2.4,-3.7
2015-03-08T20:00,83.1934,22.6842,0.41,0.45,0.46,0.424,0.436,966.5,-2.3,-3.6
2015-03-08T21:00,83.1934,22.6402,0.41,0.45,0.46,0.424,0.436,966.4,-2.6,-3.6
